stopid,stopname,stopsite,latitude,longitude,syscode,system,muni
103463,Elk at Cougar (EB),EB_Elk_FS_Cougar,49.838997,-119.601328,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103464,Parkridge at Westridge (NB),NB_Parkridge_FS_Westridge,49.807642,-119.455941,KEL,Kelowna Regional Transit System,Kelowna
103465,Elk at Cougar (WB),WB_Elk_FS_Cougar,49.839136,-119.602457,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103467,Old Boucherie at Pritchard (EB),EB_Old Boucherie_NS_Pritchard,49.827807,-119.589374,KEL,Kelowna Regional Transit System,West Kelowna
103469,Woodstock at Sandstone Dr (SB),SB_Woodstock_FS_Sandstone Dr,49.849628,-119.613704,KEL,Kelowna Regional Transit System,West Kelowna
103470,Parkridge at Woodridge (NB),NB_Parkridge_FS_Woodridge,49.809489,-119.456228,KEL,Kelowna Regional Transit System,Kelowna
103471,Woodstock at Shannon (SB),SB_Woodstock_FS_Shannon,49.850853,-119.614895,KEL,Kelowna Regional Transit System,West Kelowna
103472,Main at Grant Rd (NB),NB_Main_NS_Grant,50.027305,-119.403539,KEL,Kelowna Regional Transit System,Lake Country
103473,Old Okanagan at Skyview (EB),EB_Old Okanagan_NS_Skyview,49.844756,-119.609873,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103474,Old Boucherie at Pritchard (WB),WB_Old Boucherie_FS_Pritchard,49.827907,-119.589955,KEL,Kelowna Regional Transit System,West Kelowna
103477,Hwy 33 E at Langford (WB),WB_Hwy 33 E_FS_Langford,49.889138,-119.379004,KEL,Kelowna Regional Transit System,Kelowna
103478,Old Vernon at Morrison (WB),WB_Old Vernon_FS_Morrison,49.918208,-119.370116,KEL,Kelowna Regional Transit System,Kelowna
103480,Old Vernon at Morrison (EB),EB_Old Vernon_FS_Morrison,49.9181,-119.369451,KEL,Kelowna Regional Transit System,Kelowna
103481,Shannon Way at Westville (WB),WB_Shannon Way_NS_Westville,49.849015,-119.615598,KEL,Kelowna Regional Transit System,West Kelowna
103482,Hwy 33 E at Sadler (WB),WB_Hwy 33 E_FS_Sadler,49.889104,-119.385832,KEL,Kelowna Regional Transit System,Kelowna
103483,Carrington at elk (NB),NB_Carrington_NS_Elk,49.838441,-119.609079,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103484,Old Boucherie at Hitchner (EB),EB_Old Boucherie_FS_Hitchner,49.827739,-119.592991,KEL,Kelowna Regional Transit System,West Kelowna
103485,Carrington at Elk (SB),SB_Carrington_FS_Elk,49.838657,-119.609073,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103486,Old Boucherie at Hitchner (WB),WB_Old Boucherie_FS_Hitchner,49.827826,-119.593586,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103489,McCulloch at Gallaghers Blvd S (WB),WB_McCulloch_FS_Gallaghers Blvd S,49.837927,-119.382265,KEL,Kelowna Regional Transit System,Kelowna
103490,Hwy 33 E at Hume (EB),EB_Hwy 33 E_FS_Hume,49.868779,-119.361094,KEL,Kelowna Regional Transit System,Kelowna
140030,Gordon at Casorso (NB),NB_Gordon_FS_Casorso,49.851247,-119.476179,KEL,Kelowna Regional Transit System,Kelowna
140031,Gordon at Bothe (NB),NB_Gordon_FS_Bothe,49.857683,-119.474198,KEL,Kelowna Regional Transit System,Kelowna
140032,Gordon at KLO (NB),NB_Gordon_NS_KLO,49.860179,-119.474163,KEL,Kelowna Regional Transit System,Kelowna
140033,Gordon at Raymer (NB),NB_Gordon_FS_Raymer,49.865332,-119.474075,KEL,Kelowna Regional Transit System,Kelowna
140034,Gordon at Cameron (NB),NB_Gordon_FS_Cameron,49.870562,-119.474719,KEL,Kelowna Regional Transit System,Kelowna
140035,Gordon at Guisachan (NB),NB_Gordon_FS_Guisachan,49.873182,-119.476121,KEL,Kelowna Regional Transit System,Kelowna
140036,Gordon at Springfield (NB),NB_Gordon_FS_Springfield,49.87724,-119.476939,KEL,Kelowna Regional Transit System,Kelowna
140037,Gordon at Harvey (NB),NB_Gordon_NS_Harvey,49.882586,-119.476866,KEL,Kelowna Regional Transit System,Kelowna
140038,Gordon at Bernard (NB),NB_Gordon_FS_Bernard,49.886886,-119.476839,KEL,Kelowna Regional Transit System,Kelowna
140039,Gordon at Cawston (NB),NB_Gordon_FS_Cawston,49.891852,-119.476923,KEL,Kelowna Regional Transit System,Kelowna
140040,Clement at Ethel (WB),WB_Clement_FS_Ethel,49.893585,-119.483302,KEL,Kelowna Regional Transit System,Kelowna
140041,Clement at Richter (WB),WB_Clement_FS_Richter,49.893631,-119.488888,KEL,Kelowna Regional Transit System,Kelowna
140042,Ellis at Clement (SB),SB_Ellis_FS_Clement,49.893154,-119.493609,KEL,Kelowna Regional Transit System,Kelowna
140043,Cadder at Richter (EB),EB_Cadder_FS_Richter,49.876331,-119.487654,KEL,Kelowna Regional Transit System,Kelowna
140045,Cadder at Ethel (WB),WB_Cadder_FS_Ethel,49.876398,-119.483137,KEL,Kelowna Regional Transit System,Kelowna
140046,Cadder at Richter (WB),WB_Cadder_FS_Richter,49.87642,-119.488918,KEL,Kelowna Regional Transit System,Kelowna
140047,Cadder at Pandosy (EB),EB_Cadder_FS_Pandosy,49.876319,-119.490745,KEL,Kelowna Regional Transit System,Kelowna
140048,Springfirld at Gordon (WB),WB_Springfirld_FS_Gordon,49.876867,-119.478149,KEL,Kelowna Regional Transit System,Kelowna
140049,Hwy 97 at Richter (EB),EB_Hwy 97_NS_Richter,49.883538,-119.490353,KEL,Kelowna Regional Transit System,Kelowna
140050,Clement at Gordon (WB),WB_Clement_FS_Gordon,49.893717,-119.477771,KEL,Kelowna Regional Transit System,Kelowna
140051,Clement at Gordon (EB),EB_Clement_FS_Gordon,49.893401,-119.475879,KEL,Kelowna Regional Transit System,Kelowna
140053,Pandosy at Osprey (NB),NB_Pandosy_NS_Osprey,49.865794,-119.491151,KEL,Kelowna Regional Transit System,Kelowna
140058,Asquith at Saddleback (WB),WB_Asquith_NS_Saddleback,49.850703,-119.62354,KEL,Kelowna Regional Transit System,West Kelowna
140059,Ironridge at Ironridge Pl (SB),SB_Ironridge_FS_Ironridge Pl,49.854495,-119.627825,KEL,Kelowna Regional Transit System,West Kelowna
140060,Wild Horse at Bridlehill (WB),WB_Wild Horse_NS_Bridlehill,49.853878,-119.633022,KEL,Kelowna Regional Transit System,West Kelowna
140061,Wild Horse at 2560 Blk (WB),WB_Wild Horse_AT_2560 Blk,49.853456,-119.635551,KEL,Kelowna Regional Transit System,West Kelowna
140062,Whispering Hills at Wild Horse (NB),NB_Whispering Hills_FS_Wild Horse,49.852284,-119.641657,KEL,Kelowna Regional Transit System,West Kelowna
140063,Copper Ridge at Smith Creek (WB),WB_Copper Ridge_NS_Smith Creek,49.853886,-119.643842,KEL,Kelowna Regional Transit System,West Kelowna
140064,Smith Creek at Sugosa (SB),SB_Smith Creek_FS_Sugosa,49.851763,-119.643095,KEL,Kelowna Regional Transit System,West Kelowna
140065,Hudson at Concord (WB),WB_Hudson_NS_Concord,49.862683,-119.56288,KEL,Kelowna Regional Transit System,West Kelowna
140066,Hudson at Westlake (EB),EB_Hudson_NS_Westlake,49.862654,-119.563909,KEL,Kelowna Regional Transit System,West Kelowna
140067,Louie at Butt (NB),NB_Louie_FS_Butt,49.837785,-119.615729,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
140068,Louie at Elk (NB),NB_Louie_NS_Elk,49.840312,-119.612308,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
140069,Stevens at Mcdougall (EB),EB_Stevens_FS_Mcdougall,49.865976,-119.567498,KEL,Kelowna Regional Transit System,West Kelowna
140070,Stevens at Westlake (WB),WB_Stevens_FS_Westlake,49.866078,-119.567527,KEL,Kelowna Regional Transit System,West Kelowna
140071,Hwy 97 at Butt (EB),EB_Hwy 97_FS_Butt,49.83717,-119.614201,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
140072,Hwy 97 at Butt (WB),WB_Hwy 97_FS_Butt,49.835319,-119.617129,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
140073,Hwy 97 at Westlake (EB),EB_Hwy 97_FS_Westlake,49.864255,-119.562861,KEL,Kelowna Regional Transit System,West Kelowna
140074,Hwy 97 at Westlake (WB),WB_Hwy 97_FS_Westlake,49.86317,-119.56654,KEL,Kelowna Regional Transit System,West Kelowna
800006,Mission Rec Exchange,Mission Rec Exchange,49.836801,-119.480619,KEL,Kelowna Regional Transit System,Kelowna
800008,Okanagan College Exchange,Okanagan College Exchange,49.861109,-119.479999,KEL,Kelowna Regional Transit System,Kelowna
800009,Orchard Park Exchange,Orchard Park Exchange,49.880034,-119.443061,KEL,Kelowna Regional Transit System,Kelowna
800010,Queensway Exchange,Queensway Exchange,49.887316,-119.495162,KEL,Kelowna Regional Transit System,Kelowna
800013,Stevens Exchange,Stevens Exchange,49.86516,-119.56505,KEL,Kelowna Regional Transit System,West Kelowna
800016,Westbank Exchange,Westbank Exchange,49.828936,-119.631022,KEL,Kelowna Regional Transit System,West Kelowna
800022,Rutland Exchange,Rutland Exchange,49.890847,-119.392762,KEL,Kelowna Regional Transit System,Kelowna
800029,Kelowna Hospital Exchange,Kelowna Hospital Exchange,49.873405,-119.491316,KEL,Kelowna Regional Transit System,Kelowna
800032,Boucherie Mountain Exchange,Boucherie Mountain Exchange,49.861626,-119.585199,KEL,Kelowna Regional Transit System,West Kelowna
140000,Highway 97 at Bertram (WB),WB_Highway 97_FS_Bertram,49.883791,-119.491437,KEL,Kelowna Regional Transit System,Kelowna
140002,Highway 97 at Gordon (WB),WB_Highway 97_FS_Gordon,49.883733,-119.478704,KEL,Kelowna Regional Transit System,Kelowna
140003,Highway 97 at Gordon (EB),EB_Highway 97_FS_Gordon,49.883327,-119.475335,KEL,Kelowna Regional Transit System,Kelowna
140004,Westbank Exchange Bay A,Westbank_Exchange_Bay_A,49.828646,-119.631019,KEL,Kelowna Regional Transit System,West Kelowna
140005,Westbank Exchange Bay B,Westbank_Exchange_Bay_B,49.829338,-119.631032,KEL,Kelowna Regional Transit System,West Kelowna
140006,Westbank Exchange Bay C,Westbank_Exchange_Bay_C,49.828756,-119.630881,KEL,Kelowna Regional Transit System,West Kelowna
140007,Boucherie Mountain Exchange Bay A,Boucherie_Mountain_Exchange_Bay_A,49.862068,-119.585281,KEL,Kelowna Regional Transit System,West Kelowna
140008,Boucherie Mountain Exchange Bay B,Boucherie_Mountain_Exchange_Bay_B,49.862091,-119.584894,KEL,Kelowna Regional Transit System,West Kelowna
140009,Boucherie Mountain Exchange Bay C,Boucherie_Mountain_Exchange_Bay_C,49.861975,-119.585088,KEL,Kelowna Regional Transit System,West Kelowna
140010,Boucherie Mountain Exchange Bay D,Boucherie_Mountain_Exchange_Bay_D,49.861535,-119.585221,KEL,Kelowna Regional Transit System,West Kelowna
140011,Boucherie Mountain Exchange Bay E,Boucherie_Mountain_Exchange_Bay_E,49.861387,-119.585223,KEL,Kelowna Regional Transit System,West Kelowna
140018,Ellis at Clement (NB),NB_Ellis_NS_Clement,49.893182,-119.493471,KEL,Kelowna Regional Transit System,Kelowna
140019,Clement at Richter (EB),EB_Clement_FS_Richter,49.893534,-119.487941,KEL,Kelowna Regional Transit System,Kelowna
140020,Clement at Ethel (EB),EB_Clement_FS_Ethel,49.893509,-119.482301,KEL,Kelowna Regional Transit System,Kelowna
140021,Gordon at Coronation (SB),SB_Gordon_FS_Coronation,49.892381,-119.477062,KEL,Kelowna Regional Transit System,Kelowna
140022,Gordon at Bernard (SB),SB_Gordon_NS_Bernard,49.886781,-119.477132,KEL,Kelowna Regional Transit System,Kelowna
140023,Gordon at Laurier (SB),SB_Gordon_NS_Laurier,49.882371,-119.477161,KEL,Kelowna Regional Transit System,Kelowna
140024,Gordon at KLO (SB),SB_Gordon_FS_KLO,49.860216,-119.474474,KEL,Kelowna Regional Transit System,Kelowna
140025,Gordon at Lanfranco (SB),SB_Gordon_FS_Lanfranco,49.857064,-119.474505,KEL,Kelowna Regional Transit System,Kelowna
140026,Gordon at Casorso (SB),SB_Gordon_FS_Casorso,49.850545,-119.476938,KEL,Kelowna Regional Transit System,Kelowna
140027,Gordon at Cook (SB),SB_Gordon_FS_Cook,49.845167,-119.480595,KEL,Kelowna Regional Transit System,Kelowna
140028,Gordon at Lexington (NB),NB_Gordon_FS_Lexington,49.839911,-119.482088,KEL,Kelowna Regional Transit System,Kelowna
140029,Gordon at Cook (NB),NB_Gordon_FS_Cook,49.845718,-119.479871,KEL,Kelowna Regional Transit System,Kelowna
140077,Bottom Wood Lake at Powley (SB),SB_Bottom Wood Lake_NS_Powley,50.037815,-119.403083,KEL,Kelowna Regional Transit System,Lake Country
140078,Bottom Wood Lake at Mayrus (SB),SB_Bottom Wood Lake_NS_Mayrus,50.043115,-119.403101,KEL,Kelowna Regional Transit System,Lake Country
140079,Bottom Wood Lake at Wageman (SB),SB_Bottom Wood Lake_FS_Wageman,50.045966,-119.403121,KEL,Kelowna Regional Transit System,Lake Country
140080,Lake Hill at Lake Breeze (NB),NB_Lake Hill_FS_Lake Breeze,50.065982,-119.419012,KEL,Kelowna Regional Transit System,Lake Country
140081,Shoreline at Stillwater (NB),NB_Shoreline_NS_Stillwater,50.068556,-119.420133,KEL,Kelowna Regional Transit System,Lake Country
140082,Shoreline Way at Lake Hill (EB),EB_Shoreline Way_FS_Lake Hill,50.073517,-119.41726,KEL,Kelowna Regional Transit System,Lake Country
140083,Lake Hill at Shoreline Way (SB),SB_Lake Hill_FS_Shoreline Way,50.071709,-119.416456,KEL,Kelowna Regional Transit System,Lake Country
140084,Stillwater at Lake Hill (WB),WB_Stillwater_FS_Lake Hill,50.069539,-119.418541,KEL,Kelowna Regional Transit System,Lake Country
140085,Stillwater at Driftwood (EB),EB_Stillwater_NS_Driftwood,50.06784,-119.419295,KEL,Kelowna Regional Transit System,Lake Country
140086,Lake Hill at Lake Breeze (SB),SB_Lake Hill_NS_Lake Breeze,50.066264,-119.418953,KEL,Kelowna Regional Transit System,Lake Country
140087,Lake Hill at Oceola (SB),SB_Lake Hill_NS_Oceola,50.06121,-119.418295,KEL,Kelowna Regional Transit System,Lake Country
140088,Oceola at Pretty (SB),SB_Oceola_NS_Pretty,50.054704,-119.411415,KEL,Kelowna Regional Transit System,Lake Country
140089,Woodsdale at Turtle Bay (EB),EB_Woodsdale_NS_Turtle Bay,50.049246,-119.407605,KEL,Kelowna Regional Transit System,Lake Country
140090,Bottom Wood Lake at Wageman (NB),NB_Bottom Wood Lake_FS_Wageman,50.046293,-119.40299,KEL,Kelowna Regional Transit System,Lake Country
140091,Bottom Wood Lake at Mayrus (NB),NB_Bottom Wood Lake_FS_Mayrus,50.043349,-119.402968,KEL,Kelowna Regional Transit System,Lake Country
140055,KLO at Benvoulin (EB),EB_KLO_FS_Benvoulin,49.860881,-119.455011,KEL,Kelowna Regional Transit System,Kelowna
140014,Bottom Wood Lake at Konschuh (EB),EB_Bottom Wood Lake_NS_Konschuh,50.028736,-119.399346,KEL,Kelowna Regional Transit System,Lake Country
140015,Bottom Wood Lake at Seniors Centre (SB),SB_Bottom Wood Lake_NS_Beaver Lake,50.023462,-119.399205,KEL,Kelowna Regional Transit System,Lake Country
140016,Beaver Lake at Jensen (WB),WB_Beaver Lake_NS_Jensen,50.020178,-119.401186,KEL,Kelowna Regional Transit System,Lake Country
140017,Main at Hill Road (NB),NB_Main_NS_Hill,50.020833,-119.404256,KEL,Kelowna Regional Transit System,Lake Country
940000,Kelowna Transit Centre,Kelowna_Transit_Centre,49.886116,-119.447791,KEL,Kelowna Regional Transit System,Kelowna
140001,Woodsdale at Bottom Wood Lake (WB),WB_Woodsdale_FS_Bootm Wood Lake,50.049331,-119.403995,KEL,Kelowna Regional Transit System,Lake Country
140054,Woodsdale at Bottom Wood Lake (EB),EB_Woodsdale_NS_Bottom Wood Lake,50.049241,-119.403995,KEL,Kelowna Regional Transit System,Lake Country
140092,Bottom Wood Lake at Powley (NB),NB_Bottom Wood Lake_FS_Powley,50.038305,-119.40293,KEL,Kelowna Regional Transit System,Lake Country
140093,Bottom Wood Lake at Berry (SB),SB_Bottom_Wood_Lake_NS_Berry,50.030321,-119.401925,KEL,Kelowna Regional Transit System,Lake Country
103802,Lakeshore at Old Meadows (SB),SB_Lakeshore_NS_Old Meadows,49.832542,-119.487299,KEL,Kelowna Regional Transit System,Kelowna
103803,Lakeshore at Simeon (SB),SB_Lakeshore_FS_Simeon,49.828396,-119.488828,KEL,Kelowna Regional Transit System,Kelowna
103804,Lakeshore at Willms (SB),SB_Lakeshore_NS_Willms,49.826054,-119.488843,KEL,Kelowna Regional Transit System,Kelowna
103805,Chute Lake at Barnaby (NB),NB_Chute Lake_NS_Barnaby,49.809941,-119.497815,KEL,Kelowna Regional Transit System,Kelowna
103806,Chute Lake 5020 Block (SB),SB_5020_Block_Chute Lake,49.801786,-119.49816,KEL,Kelowna Regional Transit System,Kelowna
103807,Chute Lake 5020 block (NB),NB_5020_block_Chute Lake,49.801891,-119.497851,KEL,Kelowna Regional Transit System,Kelowna
103808,Chute Lake at South Crest (SB),SB_Chute Lake_FS_South Crest,49.798376,-119.499101,KEL,Kelowna Regional Transit System,Kelowna
103809,Chute Lake at South Crest (NB),NB_Chute Lake_FS_South Crest,49.798863,-119.498894,KEL,Kelowna Regional Transit System,Kelowna
103810,Chute Lake 5160 block (WB),WB_5160_block_Chute Lake,49.795704,-119.502599,KEL,Kelowna Regional Transit System,Kelowna
103811,Chute Lake at Lark (WB),WB_Chute Lake_FS_Lark,49.795388,-119.508634,KEL,Kelowna Regional Transit System,Kelowna
103812,Chute Lake at Hedeman (NB),NB_Chute Lake_NS_Hedeman,49.79458,-119.510644,KEL,Kelowna Regional Transit System,Kelowna
103813,Chute Lake at Lakepointe (EB),EB_Chute Lake_FS_Lakepointe,49.791009,-119.513963,KEL,Kelowna Regional Transit System,Kelowna
103814,South Perimeter at Farron (EB),EB_South Perimeter_FS_Farron,49.789362,-119.517971,KEL,Kelowna Regional Transit System,Kelowna
103815,Gordon at Old Meadows (NB),NB_Gordon_FS_Old Meadows,49.832402,-119.483082,KEL,Kelowna Regional Transit System,Kelowna
103816,Gordon at Young (NB),NB_Gordon_FS_Young,49.828926,-119.483132,KEL,Kelowna Regional Transit System,Kelowna
103817,Gordon at Young (SB),SB_Gordon_FS_Young,49.828438,-119.483264,KEL,Kelowna Regional Transit System,Kelowna
103818,Gordon at Tozer (NB),NB_Gordon_FS_Tozer,49.824257,-119.483142,KEL,Kelowna Regional Transit System,Kelowna
103820,Gordon at Raymer (NB),NB_Gordon Dr_FS_Raymer,49.819712,-119.482995,KEL,Kelowna Regional Transit System,Kelowna
103821,Gordon Dr at Raymer (SB),SB_Gordon Dr_FS_Raymer,49.818863,-119.483248,KEL,Kelowna Regional Transit System,Kelowna
103824,Gordon Dr at McClure (NB),NB_Gordon Dr_FS_McClure,49.816116,-119.482993,KEL,Kelowna Regional Transit System,Kelowna
103825,Gordon at McClure (SB),SB_Gordon_FS_McClure,49.815358,-119.483225,KEL,Kelowna Regional Transit System,Kelowna
103826,Gordon at Buck (SB),SB_Gordon_FS_Buck,49.813672,-119.48318,KEL,Kelowna Regional Transit System,Kelowna
103827,Gordon at Paret (EB),EB_Gordon_NS_Paret,49.810939,-119.477953,KEL,Kelowna Regional Transit System,Kelowna
103828,Gordon at Paret (WB),WB_Gordon_FS_Paret,49.811062,-119.477783,KEL,Kelowna Regional Transit System,Kelowna
103829,Gordon 870 block (EB),EB_870_block_Gordon,49.809689,-119.471631,KEL,Kelowna Regional Transit System,Kelowna
103833,Arbor View at Windsong (EB),EB_Arbor View_FS_Windsong,49.806139,-119.477402,KEL,Kelowna Regional Transit System,Kelowna
103844,Princeton at Pierce (SB),SB_Princeton_NS_Pierce,49.753198,-119.789975,KEL,Kelowna Regional Transit System,Peachland
103845,Country Club at Via Centrale (NB),NB_Country Club_NS_Via Centrale,49.954977,-119.399799,KEL,Kelowna Regional Transit System,Kelowna
103846,Innovation at Fleet (NB),NB_Innovation_NS_Fleet,49.949518,-119.389663,KEL,Kelowna Regional Transit System,Kelowna
103847,Innovation at Fleet (SB),SB_Innovation_NS_Fleet,49.950185,-119.389796,KEL,Kelowna Regional Transit System,Kelowna
103848,Country Club at Quail Ridge (WB),WB_Country Club_FS_Quail Ridge,49.96292,-119.399106,KEL,Kelowna Regional Transit System,Kelowna
103849,Country Club at Via Centrale (SB),SB_Country Club_NS_Via Centrale,49.955034,-119.399922,KEL,Kelowna Regional Transit System,Kelowna
103851,Quail Ridge at Country Club (SB),SB_Quail Ridge_FS_Country Club,49.962518,-119.398204,KEL,Kelowna Regional Transit System,Kelowna
103852,Country Club  1840 block (NB),NB_1840_block_Country Club,49.953109,-119.399512,KEL,Kelowna Regional Transit System,Kelowna
103853,1840 Country Club Drive  (SB),SB_1840_block_Country Club,49.953004,-119.39964,KEL,Kelowna Regional Transit System,Kelowna
103858,Country Club 1740 block (NB),NB_1740_block_Country Club,49.951174,-119.3998,KEL,Kelowna Regional Transit System,Kelowna
103533,Quilchena 370 block (WB),WB_370_block_Quilchena,49.795054,-119.518686,KEL,Kelowna Regional Transit System,Kelowna
103535,Butt at Louie (WB),WB_Butt_FS_Louie,49.836995,-119.619361,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103537,Butt at Louie (EB),EB_Butt_NS_Louie,49.836905,-119.619365,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103538,Hwy 33 E at Oswell (EB),EB_Hwy 33 E_NS_Oswell,49.868251,-119.350583,KEL,Kelowna Regional Transit System,Kelowna
103539,Sunrise at Lynrick (EB),EB_Sunrise_NS_Lynrick,49.863152,-119.353665,KEL,Kelowna Regional Transit System,Kelowna
103540,Quilchena at Raven (SB),SB_Quilchena_NS_Raven,49.793973,-119.52096,KEL,Kelowna Regional Transit System,Kelowna
103541,Old Okanagan at Village Green Way (NB),NB_Old Okanagan_FS_Village Green Way,49.842425,-119.625428,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103542,Old Okanagan at Village Green Way (SB),SB_Old Okanagan_NS_Village Green Way,49.842358,-119.625567,KEL,Kelowna Regional Transit System,West Kelowna
103547,Old Vernon at Scotty Creek (SB),SB_Old Vernon_NS_Scotty Creek,49.933221,-119.364228,KEL,Kelowna Regional Transit System,Central Okanagan
103548,Old Vernon at Scotty Creek (NB),NB_Old Vernon_FS_Scotty Creek,49.933012,-119.36409,KEL,Kelowna Regional Transit System,Central Okanagan
103550,Lynrick at Autumn (NB),NB_Lynrick_FS_Autumn,49.865278,-119.350615,KEL,Kelowna Regional Transit System,Kelowna
103551,Old Okanagan at Chieftain (NB),NB_Old Okanagan_NS_Chieftain,49.84029,-119.625419,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103552,Old Okanagan at Chieftain (SB),SB_Old Okanagan_FS_Chieftain,49.840207,-119.625557,KEL,Kelowna Regional Transit System,West Kelowna
103553,Boucherie at Carrall (WB),WB_Boucherie_NS_Carrall,49.82524,-119.609472,KEL,Kelowna Regional Transit System,West Kelowna
103554,Black Mountain at Linda (NB),NB_Black Mountain_FS_Linda,49.870789,-119.34802,KEL,Kelowna Regional Transit System,Kelowna
103556,Old Okanagan at Quince (SB),SB_Old Okanagan_FS_Quince,49.838298,-119.625545,KEL,Kelowna Regional Transit System,West Kelowna
103557,Black Mountain at Begley (NB),NB_Black Mountain_FS_Begley,49.869366,-119.347233,KEL,Kelowna Regional Transit System,Kelowna
103561,Old Vernon 3600 block (NB),NB_3600_block_Old Vernon,49.937164,-119.364075,KEL,Kelowna Regional Transit System,Central Okanagan
103562,Quilchena at Providence (SB),SB_Quilchena_NS_Providence,49.791286,-119.521849,KEL,Kelowna Regional Transit System,Kelowna
103563,Old Okanagan at Butt (NB),NB_Old Okanagan_FS_Butt,49.837104,-119.625395,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103564,Old Vernon 3660 block (SB),SB_3660_block_Old Vernon,49.937537,-119.364214,KEL,Kelowna Regional Transit System,Central Okanagan
103565,Old Okanagan at Butt (SB),SB_Old Okanagan_FS_Butt,49.836564,-119.625531,KEL,Kelowna Regional Transit System,West Kelowna
103566,Boucherie at Carrall (WB),WB_Boucherie_FS_Carrall,49.824742,-119.612675,KEL,Kelowna Regional Transit System,West Kelowna
103569,Airport 5610 block (NB),NB_5610_block_Airport,49.955853,-119.381449,KEL,Kelowna Regional Transit System,Kelowna
103573,Elliott at Reece (SB),SB_Elliott_NS_Reece,49.844192,-119.63405,KEL,Kelowna Regional Transit System,West Kelowna
103574,Airport 5680 block (SB),SB_5680_block_Airport,49.955711,-119.381631,KEL,Kelowna Regional Transit System,Kelowna
103575,Old Okanagan at Bering (SB),SB_Old Okanagan_FS_Bering,49.834194,-119.62551,KEL,Kelowna Regional Transit System,West Kelowna
103576,Old Vernon at Bulman (NB),NB_Old Vernon_FS_Bulman,49.94041,-119.364109,KEL,Kelowna Regional Transit System,Central Okanagan
103577,Old Vernon at Bulman (SB),SB_Old Vernon_NS_Bulman,49.94079,-119.364547,KEL,Kelowna Regional Transit System,Central Okanagan
103579,Gellatly at Carrington (NB),NB_Gellatly_NS_Carrington,49.82917,-119.62064,KEL,Kelowna Regional Transit System,West Kelowna
103580,Gellatly at Witt (EB),EB_Gellatly_NS_Witt,49.827363,-119.618745,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103581,Gellatly at Carrington (SB),SB_Gellatly_FS_Carrington,49.829409,-119.621091,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103582,Gellatly at Witt (WB),WB_Gellatly_FS_Witt,49.827569,-119.618997,KEL,Kelowna Regional Transit System,West Kelowna
103584,Old Okanagan at 3590 Blk (NB),NB_Old Okanagan_AT_3590 Blk,49.833433,-119.625367,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103585,Elliott at Neufeld (SB),SB_Elliott_NS_Neufeld,49.841987,-119.634018,KEL,Kelowna Regional Transit System,West Kelowna
103586,Boucherie at Gellatly (EB),EB_Boucherie_FS_Gellatly,49.823812,-119.615857,KEL,Kelowna Regional Transit System,West Kelowna
103589,Smith Creek at Elliott (SB),SB_Smith Creek_NS_Elliott,49.847823,-119.639224,KEL,Kelowna Regional Transit System,West Kelowna
103590,Boucherie at Gellatly (WB),WB_Boucherie_NS_Gellatly,49.823769,-119.616587,KEL,Kelowna Regional Transit System,West Kelowna
103593,Old Okanagan at Drought (SB),SB_Old Okanagan_NS_Drought,49.830674,-119.625487,KEL,Kelowna Regional Transit System,West Kelowna
103594,Elliott at Butt (SB),SB_Elliott_FS_Butt,49.836416,-119.631167,KEL,Kelowna Regional Transit System,West Kelowna
103595,Old Okanagan at Drought (NB),NB_Old Okanagan_NS_Drought,49.830138,-119.625353,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103596,Dobbin at Old Okanagan (EB),EB_Dobbin_FS_Old Okanagan,49.828665,-119.624758,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103597,Main at Hoskins (WB),WB_Main_NS_Hoskins,49.829642,-119.626274,KEL,Kelowna Regional Transit System,West Kelowna
103598,Elliott at 3580 Blk (SB),SB_Elliott_AT_3580 Blk,49.833541,-119.63114,KEL,Kelowna Regional Transit System,West Kelowna
103599,Old Vernon at Black (SB),SB_Old Vernon_NS_Black,49.951123,-119.368855,KEL,Kelowna Regional Transit System,Kelowna
103600,Old Vernon at Black (NB),NB_Old Vernon_FS_Black,49.951133,-119.36867,KEL,Kelowna Regional Transit System,Central Okanagan
103602,Elliott at Delray (SB),SB_Elliott_FS_Delray,49.83015,-119.631077,KEL,Kelowna Regional Transit System,West Kelowna
